scenario,weight_mode,method,shift_strength,seed,alarm,selected_group,selected_bin,selected_abs_gap,selected_local_ess,selected_label_radius,selected_weight_radius,global_ess,weight_rmse,log_weight_corr,selected_is_planted_group
planted,oracle,label_ci,0.8,58,True,x0>1.5,"[0.00, 0.14]",0.7020752940892354,16.61281483629416,0.4000075828978844,0.0,188.71805089563014,0.0,1.0,False
planted,oracle,nuisance_ci,0.8,58,True,x0>1.5,"[0.00, 0.14]",0.7020752940892354,16.61281483629416,0.4000075828978844,0.0,188.71805089563014,0.0,1.0,False
null,logistic_plugin,naive_max,0.8,58,True,x1>1,"[0.43, 0.57]",0.22977732718417782,7.864769956968227,0.57786502930505,0.11781486091833492,202.47106815366817,0.375758343244461,0.9972534956757443,False
null,logistic_plugin,label_ci,0.8,58,False,x1>1,"[0.43, 0.57]",0.22977732718417782,7.864769956968227,0.57786502930505,0.11781486091833492,202.47106815366817,0.375758343244461,0.9972534956757443,False
null,logistic_plugin,nuisance_ci,0.8,58,False,x1>1,"[0.43, 0.57]",0.22977732718417782,7.864769956968227,0.57786502930505,0.11781486091833492,202.47106815366817,0.375758343244461,0.9972534956757443,False
planted,logistic_plugin,naive_max,0.8,58,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9777579003603855,1.6435903379030856,1.2640743977558335,0.23436718595389017,202.47106815366817,0.375758343244461,0.9972534956757443,False
planted,logistic_plugin,label_ci,0.8,58,True,x0>1.5,"[0.00, 0.14]",0.694100420281529,18.784488378219994,0.3739122896112799,0.2041114348717954,202.47106815366817,0.375758343244461,0.9972534956757443,False
planted,logistic_plugin,nuisance_ci,0.8,58,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9777579003603855,1.6435903379030856,1.2640743977558335,0.23436718595389017,202.47106815366817,0.375758343244461,0.9972534956757443,False
null,logistic_crossfit,naive_max,0.8,58,True,x0>0.5,"[0.86, 1.00]",0.2625045380627927,11.63340949541239,0.47611618560614727,0.6433918502904956,220.1740247028928,0.5908620105976933,0.9850988139316285,True
null,logistic_crossfit,label_ci,0.8,58,False,x0>0.5,"[0.86, 1.00]",0.2625045380627927,11.63340949541239,0.47611618560614727,0.6433918502904956,220.1740247028928,0.5908620105976933,0.9850988139316285,True
null,logistic_crossfit,nuisance_ci,0.8,58,False,x0>0.5,"[0.86, 1.00]",0.2625045380627927,11.63340949541239,0.47611618560614727,0.6433918502904956,220.1740247028928,0.5908620105976933,0.9850988139316285,True
planted,logistic_crossfit,naive_max,0.8,58,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9776441926770715,1.70504766182473,1.2436500498437495,0.0753075839248218,220.1740247028928,0.5908620105976933,0.9850988139316285,False
planted,logistic_crossfit,label_ci,0.8,58,True,x0>1.5,"[0.00, 0.14]",0.6724568043201947,18.656225208975723,0.37597118870750834,0.4286358381428468,220.1740247028928,0.5908620105976933,0.9850988139316285,False
planted,logistic_crossfit,nuisance_ci,0.8,58,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9776441926770715,1.70504766182473,1.2436500498437495,0.0753075839248218,220.1740247028928,0.5908620105976933,0.9850988139316285,False
null,oracle,naive_max,0.8,59,True,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.6743593914362533,1.0,1.65211436455589,0.0,177.66377138311134,0.0,1.0,False
null,oracle,label_ci,0.8,59,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.6743593914362533,1.0,1.65211436455589,0.0,177.66377138311134,0.0,1.0,False
null,oracle,nuisance_ci,0.8,59,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.6743593914362533,1.0,1.65211436455589,0.0,177.66377138311134,0.0,1.0,False
planted,oracle,naive_max,0.8,59,True,x1>0.5,"[0.00, 0.14]",0.8494605501141967,4.224172822666476,0.8038393611182298,0.0,177.66377138311134,0.0,1.0,False
planted,oracle,label_ci,0.8,59,True,x0>1,"[0.00, 0.14]",0.696827067156502,12.081086103558299,0.4753211262018875,0.0,177.66377138311134,0.0,1.0,False
planted,oracle,nuisance_ci,0.8,59,True,x0>1,"[0.00, 0.14]",0.696827067156502,12.081086103558299,0.4753211262018875,0.0,177.66377138311134,0.0,1.0,False
null,logistic_plugin,naive_max,0.8,59,True,x0>1.5 & x2>1,"[0.29, 0.43]",0.6743593914362533,1.0,1.65211436455589,0.16627154925034976,181.72195898492697,0.33907419406421463,0.9957742016005732,False
null,logistic_plugin,label_ci,0.8,59,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6743593914362533,1.0,1.65211436455589,0.16627154925034976,181.72195898492697,0.33907419406421463,0.9957742016005732,False
null,logistic_plugin,nuisance_ci,0.8,59,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6743593914362533,1.0,1.65211436455589,0.16627154925034976,181.72195898492697,0.33907419406421463,0.9957742016005732,False
planted,logistic_plugin,naive_max,0.8,59,True,x1>1,"[0.00, 0.14]",0.8825917588860118,2.5362814938556464,1.037388384216469,0.19046039791192854,181.72195898492697,0.33907419406421463,0.9957742016005732,False
planted,logistic_plugin,label_ci,0.8,59,True,x0>1,"[0.00, 0.14]",0.7106674720220094,10.751115051599019,0.5038640260870675,0.18543106764823764,181.72195898492697,0.33907419406421463,0.9957742016005732,False
planted,logistic_plugin,nuisance_ci,0.8,59,False,x1>1,"[0.00, 0.14]",0.8825917588860118,2.5362814938556464,1.037388384216469,0.19046039791192854,181.72195898492697,0.33907419406421463,0.9957742016005732,False
null,logistic_crossfit,naive_max,0.8,59,True,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.6743593914362533,1.0,1.6547572218295652,0.22192874496490658,190.54651947875135,0.35945126521384024,0.9876290927528371,False
null,logistic_crossfit,label_ci,0.8,59,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.6743593914362533,1.0,1.6547572218295652,0.22192874496490658,190.54651947875135,0.35945126521384024,0.9876290927528371,False
null,logistic_crossfit,nuisance_ci,0.8,59,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.6743593914362533,1.0,1.6547572218295652,0.22192874496490658,190.54651947875135,0.35945126521384024,0.9876290927528371,False
planted,logistic_crossfit,naive_max,0.8,59,True,x1>1,"[0.00, 0.14]",0.8829086440092428,2.5897392568407165,1.0282678684430762,0.3552078178747451,190.54651947875135,0.35945126521384024,0.9876290927528371,False
planted,logistic_crossfit,label_ci,0.8,59,True,x0>0.5,"[0.00, 0.14]",0.6640305378176056,18.21567256701627,0.3877141752789659,0.3928747432992437,190.54651947875135,0.35945126521384024,0.9876290927528371,True
planted,logistic_crossfit,nuisance_ci,0.8,59,False,x1>1,"[0.00, 0.14]",0.8829086440092428,2.5897392568407165,1.0282678684430762,0.3552078178747451,190.54651947875135,0.35945126521384024,0.9876290927528371,False
null,oracle,naive_max,0.8,60,True,x0>1 & x2>1,"[0.57, 0.71]",0.5576217331471097,3.938400491692023,0.8418772935182027,0.0,70.25602442699567,0.0,1.0,False
null,oracle,label_ci,0.8,60,False,x0>1 & x2>1,"[0.57, 0.71]",0.5576217331471097,3.938400491692023,0.8418772935182027,0.0,70.25602442699567,0.0,1.0,False
null,oracle,nuisance_ci,0.8,60,False,x0>1 & x2>1,"[0.57, 0.71]",0.5576217331471097,3.938400491692023,0.8418772935182027,0.0,70.25602442699567,0.0,1.0,False
planted,oracle,naive_max,0.8,60,True,x0>1.5 & x1>1,"[0.00, 0.14]",0.9379687008005473,1.937253662385255,1.2003709854372653,0.0,70.25602442699567,0.0,1.0,False
planted,oracle,label_ci,0.8,60,True,x0>1 & x1>1,"[0.00, 0.14]",0.9376167507101881,5.172539388598365,0.7346099924068273,0.0,70.25602442699567,0.0,1.0,False
planted,oracle,nuisance_ci,0.8,60,True,x0>1 & x1>1,"[0.00, 0.14]",0.9376167507101881,5.172539388598365,0.7346099924068273,0.0,70.25602442699567,0.0,1.0,False
null,logistic_plugin,naive_max,0.8,60,True,x0>1 & x2>1,"[0.57, 0.71]",0.5537896197148345,3.908400358357317,0.8456846505517434,0.1676185548483179,191.6357767262922,2.554059189778152,0.9933199215498845,False
null,logistic_plugin,label_ci,0.8,60,False,x0>1 & x2>1,"[0.57, 0.71]",0.5537896197148345,3.908400358357317,0.8456846505517434,0.1676185548483179,191.6357767262922,2.554059189778152,0.9933199215498845,False
null,logistic_plugin,nuisance_ci,0.8,60,False,x0>1 & x2>1,"[0.57, 0.71]",0.5537896197148345,3.908400358357317,0.8456846505517434,0.1676185548483179,191.6357767262922,2.554059189778152,0.9933199215498845,False
planted,logistic_plugin,naive_max,0.8,60,True,x0>1 & x1>1,"[0.00, 0.14]",0.9358803518595314,5.0564518194858055,0.7435069518899846,0.32506077949269063,191.6357767262922,2.554059189778152,0.9933199215498845,False
planted,logistic_plugin,label_ci,0.8,60,True,x0>1,"[0.00, 0.14]",0.7091589033281241,13.088243373547964,0.4621333272605961,0.33541743092738463,191.6357767262922,2.554059189778152,0.9933199215498845,False
planted,logistic_plugin,nuisance_ci,0.8,60,False,x0>1 & x1>1,"[0.00, 0.14]",0.9358803518595314,5.0564518194858055,0.7435069518899846,0.32506077949269063,191.6357767262922,2.554059189778152,0.9933199215498845,False
null,logistic_crossfit,naive_max,0.8,60,True,x0>1 & x2>1,"[0.57, 0.71]",0.556167765253299,3.7879168809300916,0.8596153106227536,0.20939009461470612,192.76830441534293,2.660704732838678,0.9899269916448156,False
null,logistic_crossfit,label_ci,0.8,60,False,x0>1 & x2>1,"[0.57, 0.71]",0.556167765253299,3.7879168809300916,0.8596153106227536,0.20939009461470612,192.76830441534293,2.660704732838678,0.9899269916448156,False
null,logistic_crossfit,nuisance_ci,0.8,60,False,x0>1 & x2>1,"[0.57, 0.71]",0.556167765253299,3.7879168809300916,0.8596153106227536,0.20939009461470612,192.76830441534293,2.660704732838678,0.9899269916448156,False
planted,logistic_crossfit,naive_max,0.8,60,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.937219829153049,1.922999856133268,1.2064650254686182,0.049791540374156715,192.76830441534293,2.660704732838678,0.9899269916448156,False
planted,logistic_crossfit,label_ci,0.8,60,True,x0>1 & x1>1,"[0.00, 0.14]",0.9370163999153894,5.366405272125266,0.7222085550415661,0.3248364406091672,192.76830441534293,2.660704732838678,0.9899269916448156,False
planted,logistic_crossfit,nuisance_ci,0.8,60,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.937219829153049,1.922999856133268,1.2064650254686182,0.049791540374156715,192.76830441534293,2.660704732838678,0.9899269916448156,False
null,oracle,naive_max,0.8,61,True,x2>1.5,"[0.71, 0.86]",0.384476678684302,3.154930739009137,0.9372881523244317,0.0,195.48138627832031,0.0,1.0,False
null,oracle,label_ci,0.8,61,False,x2>1.5,"[0.71, 0.86]",0.384476678684302,3.154930739009137,0.9372881523244317,0.0,195.48138627832031,0.0,1.0,False
null,oracle,nuisance_ci,0.8,61,False,x2>1.5,"[0.71, 0.86]",0.384476678684302,3.154930739009137,0.9372881523244317,0.0,195.48138627832031,0.0,1.0,False
planted,oracle,naive_max,0.8,61,True,x0>1.5,"[0.00, 0.14]",0.8380640128916308,1.509881594091147,1.3548667870284126,0.0,195.48138627832031,0.0,1.0,False
planted,oracle,label_ci,0.8,61,True,x0>0.5,"[0.14, 0.29]",0.6473110678467683,15.038727120537022,0.42930159558964337,0.0,195.48138627832031,0.0,1.0,True
planted,oracle,nuisance_ci,0.8,61,True,x0>0.5,"[0.14, 0.29]",0.6473110678467683,15.038727120537022,0.42930159558964337,0.0,195.48138627832031,0.0,1.0,True
null,logistic_plugin,naive_max,0.8,61,True,x2>1.5,"[0.71, 0.86]",0.39755221278080266,3.1453812410123505,0.9387098954019932,0.08756964252198726,208.67582358195136,0.32018531154974306,0.9978035353362051,False
null,logistic_plugin,label_ci,0.8,61,False,x2>1.5,"[0.71, 0.86]",0.39755221278080266,3.1453812410123505,0.9387098954019932,0.08756964252198726,208.67582358195136,0.32018531154974306,0.9978035353362051,False
null,logistic_plugin,nuisance_ci,0.8,61,False,x2>1.5,"[0.71, 0.86]",0.39755221278080266,3.1453812410123505,0.9387098954019932,0.08756964252198726,208.67582358195136,0.32018531154974306,0.9978035353362051,False
planted,logistic_plugin,naive_max,0.8,61,True,x0>1.5,"[0.00, 0.14]",0.8325298564639996,1.528814750674026,1.346451176095612,0.12900641759678735,208.67582358195136,0.32018531154974306,0.9978035353362051,False
planted,logistic_plugin,label_ci,0.8,61,True,x0>0.5,"[0.14, 0.29]",0.6432453270302066,15.232488220771321,0.42656244463673787,0.11941487368008033,208.67582358195136,0.32018531154974306,0.9978035353362051,True
planted,logistic_plugin,nuisance_ci,0.8,61,False,x0>1.5,"[0.00, 0.14]",0.8325298564639996,1.528814750674026,1.346451176095612,0.12900641759678735,208.67582358195136,0.32018531154974306,0.9978035353362051,False
null,logistic_crossfit,naive_max,0.8,61,True,x2>1.5,"[0.71, 0.86]",0.40047189312945375,3.154790736186889,0.9366241017060662,0.21333635634678214,212.47601926167295,0.35310774394450456,0.9961261595060907,False
null,logistic_crossfit,label_ci,0.8,61,False,x2>1.5,"[0.71, 0.86]",0.40047189312945375,3.154790736186889,0.9366241017060662,0.21333635634678214,212.47601926167295,0.35310774394450456,0.9961261595060907,False
null,logistic_crossfit,nuisance_ci,0.8,61,False,x2>1.5,"[0.71, 0.86]",0.40047189312945375,3.154790736186889,0.9366241017060662,0.21333635634678214,212.47601926167295,0.35310774394450456,0.9961261595060907,False
planted,logistic_crossfit,naive_max,0.8,61,True,x0>1.5,"[0.00, 0.14]",0.8138011817208105,1.6232318748151184,1.3057508776889761,0.39472641103031675,212.47601926167295,0.35310774394450456,0.9961261595060907,False
planted,logistic_crossfit,label_ci,0.8,61,True,x0>0.5,"[0.14, 0.29]",0.6392349177552469,15.499908274381363,0.42255772285411863,0.17088570802379913,212.47601926167295,0.35310774394450456,0.9961261595060907,True
planted,logistic_crossfit,nuisance_ci,0.8,61,False,x0>1.5,"[0.00, 0.14]",0.8138011817208105,1.6232318748151184,1.3057508776889761,0.39472641103031675,212.47601926167295,0.35310774394450456,0.9961261595060907,False
null,oracle,naive_max,0.8,62,True,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7081757594962159,1.2771013458093332,1.4742448500998415,0.0,143.9971859610393,0.0,0.9999999999999998,False
null,oracle,label_ci,0.8,62,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7081757594962159,1.2771013458093332,1.4742448500998415,0.0,143.9971859610393,0.0,0.9999999999999998,False
null,oracle,nuisance_ci,0.8,62,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7081757594962159,1.2771013458093332,1.4742448500998415,0.0,143.9971859610393,0.0,0.9999999999999998,False
planted,oracle,naive_max,0.8,62,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9142835350568541,2.368020170713686,1.0826537934854379,0.0,143.9971859610393,0.0,0.9999999999999998,False
planted,oracle,label_ci,0.8,62,True,x0>1,"[0.00, 0.14]",0.6859981459904083,15.306155550363526,0.4258427319494174,0.0,143.9971859610393,0.0,0.9999999999999998,False
planted,oracle,nuisance_ci,0.8,62,True,x0>1,"[0.00, 0.14]",0.6859981459904083,15.306155550363526,0.4258427319494174,0.0,143.9971859610393,0.0,0.9999999999999998,False
null,logistic_plugin,naive_max,0.8,62,True,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7089673159431055,1.6065830906923717,1.3134587750316127,1.0,221.9031464574343,0.9883053063950032,0.9947889372525026,False
null,logistic_plugin,label_ci,0.8,62,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7089673159431055,1.6065830906923717,1.3134587750316127,1.0,221.9031464574343,0.9883053063950032,0.9947889372525026,False
null,logistic_plugin,nuisance_ci,0.8,62,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7089673159431055,1.6065830906923717,1.3134587750316127,1.0,221.9031464574343,0.9883053063950032,0.9947889372525026,False
planted,logistic_plugin,naive_max,0.8,62,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.913721339101673,2.486445168678075,1.0557925639166488,0.18978693639474734,221.9031464574343,0.9883053063950032,0.9947889372525026,False
planted,logistic_plugin,label_ci,0.8,62,True,x0>1,"[0.00, 0.14]",0.6747086141794169,16.71314226332584,0.4072292713237266,0.16709657745674839,221.9031464574343,0.9883053063950032,0.9947889372525026,False
planted,logistic_plugin,nuisance_ci,0.8,62,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.913721339101673,2.486445168678075,1.0557925639166488,0.18978693639474734,221.9031464574343,0.9883053063950032,0.9947889372525026,False
null,logistic_crossfit,naive_max,0.8,62,True,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7088241901071165,1.5466369902165369,1.3386709707945288,1.0,228.22171782117204,0.9966301084582879,0.990980422755997,False
null,logistic_crossfit,label_ci,0.8,62,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7088241901071165,1.5466369902165369,1.3386709707945288,1.0,228.22171782117204,0.9966301084582879,0.990980422755997,False
null,logistic_crossfit,nuisance_ci,0.8,62,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7088241901071165,1.5466369902165369,1.3386709707945288,1.0,228.22171782117204,0.9966301084582879,0.990980422755997,False
planted,logistic_crossfit,naive_max,0.8,62,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9152473139092491,2.475931624544746,1.058031794384838,0.3162067220469864,228.22171782117204,0.9966301084582879,0.990980422755997,False
planted,logistic_crossfit,label_ci,0.8,62,True,x0>1,"[0.00, 0.14]",0.6712284982622759,16.83768803267286,0.40572036995781385,0.28533768165007234,228.22171782117204,0.9966301084582879,0.990980422755997,False
planted,logistic_crossfit,nuisance_ci,0.8,62,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9152473139092491,2.475931624544746,1.058031794384838,0.3162067220469864,228.22171782117204,0.9966301084582879,0.990980422755997,False
null,oracle,naive_max,0.8,63,True,x1>1.5,"[0.43, 0.57]",0.477178603806427,1.4705745698377701,1.3567252314922145,0.0,165.7503670750709,0.0,1.0,False
null,oracle,label_ci,0.8,63,False,x1>1.5,"[0.43, 0.57]",0.477178603806427,1.4705745698377701,1.3567252314922145,0.0,165.7503670750709,0.0,1.0,False
null,oracle,nuisance_ci,0.8,63,False,x1>1.5,"[0.43, 0.57]",0.477178603806427,1.4705745698377701,1.3567252314922145,0.0,165.7503670750709,0.0,1.0,False
planted,oracle,naive_max,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.835829060002046,28.632810757122233,0.3074704872988165,0.0,165.7503670750709,0.0,1.0,True
planted,oracle,label_ci,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.835829060002046,28.632810757122233,0.3074704872988165,0.0,165.7503670750709,0.0,1.0,True
planted,oracle,nuisance_ci,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.835829060002046,28.632810757122233,0.3074704872988165,0.0,165.7503670750709,0.0,1.0,True
null,logistic_plugin,naive_max,0.8,63,True,x1>1.5,"[0.43, 0.57]",0.4680489551987028,1.465246869902523,1.3614891609344113,0.17917741803052775,215.51162999732927,0.7759419537470635,0.9875978061744562,False
null,logistic_plugin,label_ci,0.8,63,False,x1>1.5,"[0.43, 0.57]",0.4680489551987028,1.465246869902523,1.3614891609344113,0.17917741803052775,215.51162999732927,0.7759419537470635,0.9875978061744562,False
null,logistic_plugin,nuisance_ci,0.8,63,False,x1>1.5,"[0.43, 0.57]",0.4680489551987028,1.465246869902523,1.3614891609344113,0.17917741803052775,215.51162999732927,0.7759419537470635,0.9875978061744562,False
planted,logistic_plugin,naive_max,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.826004914951293,30.66871421584112,0.2975923788735847,0.29371377546177496,215.51162999732927,0.7759419537470635,0.9875978061744562,True
planted,logistic_plugin,label_ci,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.826004914951293,30.66871421584112,0.2975923788735847,0.29371377546177496,215.51162999732927,0.7759419537470635,0.9875978061744562,True
planted,logistic_plugin,nuisance_ci,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.826004914951293,30.66871421584112,0.2975923788735847,0.29371377546177496,215.51162999732927,0.7759419537470635,0.9875978061744562,True
null,logistic_crossfit,naive_max,0.8,63,True,x0>1 & x2>1,"[0.14, 0.29]",0.3483312893488037,4.493451102046784,0.7768096384669062,0.3181653293886003,229.96222424567767,0.9276746781545628,0.9782337793237357,False
null,logistic_crossfit,label_ci,0.8,63,False,x0>1 & x2>1,"[0.14, 0.29]",0.3483312893488037,4.493451102046784,0.7768096384669062,0.3181653293886003,229.96222424567767,0.9276746781545628,0.9782337793237357,False
null,logistic_crossfit,nuisance_ci,0.8,63,False,x0>1 & x2>1,"[0.14, 0.29]",0.3483312893488037,4.493451102046784,0.7768096384669062,0.3181653293886003,229.96222424567767,0.9276746781545628,0.9782337793237357,False
planted,logistic_crossfit,naive_max,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.8307145589742795,30.480112849750416,0.2982609043037564,0.3995832423147405,229.96222424567767,0.9276746781545628,0.9782337793237357,True
planted,logistic_crossfit,label_ci,0.8,63,True,x0>0.5,"[0.00, 0.14]",0.8307145589742795,30.480112849750416,0.2982609043037564,0.3995832423147405,229.96222424567767,0.9276746781545628,0.9782337793237357,True
planted,logistic_crossfit,nuisance_ci,0.8,63,False,x0>0.5,"[0.00, 0.14]",0.8307145589742795,30.480112849750416,0.2982609043037564,0.3995832423147405,229.96222424567767,0.9276746781545628,0.9782337793237357,True
null,oracle,naive_max,0.8,64,True,x1>1 & x2>1,"[0.57, 0.71]",0.5808445644813793,2.8647200090438907,0.9776720383031302,0.0,200.81969090617875,0.0,1.0,False
null,oracle,label_ci,0.8,64,False,x1>1 & x2>1,"[0.57, 0.71]",0.5808445644813793,2.8647200090438907,0.9776720383031302,0.0,200.81969090617875,0.0,1.0,False
null,oracle,nuisance_ci,0.8,64,False,x1>1 & x2>1,"[0.57, 0.71]",0.5808445644813793,2.8647200090438907,0.9776720383031302,0.0,200.81969090617875,0.0,1.0,False
planted,oracle,naive_max,0.8,64,True,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.7431602586049114,1.1759847497886844,1.5259258850248991,0.0,200.81969090617875,0.0,1.0,False
planted,oracle,label_ci,0.8,64,True,x0>1,"[0.00, 0.14]",0.6286605753725915,15.815871685878104,0.4160904218423739,0.0,200.81969090617875,0.0,1.0,False
planted,oracle,nuisance_ci,0.8,64,True,x0>1,"[0.00, 0.14]",0.6286605753725915,15.815871685878104,0.4160904218423739,0.0,200.81969090617875,0.0,1.0,False
null,logistic_plugin,naive_max,0.8,64,True,x2>1.5,"[0.71, 0.86]",0.5340603833967922,2.1421924855423167,1.1314790462091098,0.5583708376992659,207.86522292618568,0.2296068138578675,0.9949300941475492,False
null,logistic_plugin,label_ci,0.8,64,False,x2>1.5,"[0.71, 0.86]",0.5340603833967922,2.1421924855423167,1.1314790462091098,0.5583708376992659,207.86522292618568,0.2296068138578675,0.9949300941475492,False
null,logistic_plugin,nuisance_ci,0.8,64,False,x2>1.5,"[0.71, 0.86]",0.5340603833967922,2.1421924855423167,1.1314790462091098,0.5583708376992659,207.86522292618568,0.2296068138578675,0.9949300941475492,False
planted,logistic_plugin,naive_max,0.8,64,True,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.7148932073309957,1.2401306912659105,1.4871063688897248,0.17809636973721035,207.86522292618568,0.2296068138578675,0.9949300941475492,False
planted,logistic_plugin,label_ci,0.8,64,True,x0>1,"[0.00, 0.14]",0.6386060532433792,15.610652638986968,0.4191459087554454,0.25380943916357307,207.86522292618568,0.2296068138578675,0.9949300941475492,False
planted,logistic_plugin,nuisance_ci,0.8,64,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.7148932073309957,1.2401306912659105,1.4871063688897248,0.17809636973721035,207.86522292618568,0.2296068138578675,0.9949300941475492,False
null,logistic_crossfit,naive_max,0.8,64,True,x1>1 & x2>1,"[0.57, 0.71]",0.5813543816591088,2.65291665317055,1.0183241859405685,0.37292455707825783,203.38830385752783,0.36635081379823936,0.9846136711536962,False
null,logistic_crossfit,label_ci,0.8,64,False,x1>1 & x2>1,"[0.57, 0.71]",0.5813543816591088,2.65291665317055,1.0183241859405685,0.37292455707825783,203.38830385752783,0.36635081379823936,0.9846136711536962,False
null,logistic_crossfit,nuisance_ci,0.8,64,False,x1>1 & x2>1,"[0.57, 0.71]",0.5813543816591088,2.65291665317055,1.0183241859405685,0.37292455707825783,203.38830385752783,0.36635081379823936,0.9846136711536962,False
planted,logistic_crossfit,naive_max,0.8,64,True,x0>1,"[0.14, 0.29]",0.6892964829889832,8.913382549985219,0.5555543961482982,0.4338681210981902,203.38830385752783,0.36635081379823936,0.9846136711536962,False
planted,logistic_crossfit,label_ci,0.8,64,True,x0>0.5,"[0.14, 0.29]",0.6391067152786575,14.736334250393416,0.43206902197415475,0.45558294789711884,203.38830385752783,0.36635081379823936,0.9846136711536962,True
planted,logistic_crossfit,nuisance_ci,0.8,64,False,x0>1,"[0.14, 0.29]",0.6892964829889832,8.913382549985219,0.5555543961482982,0.4338681210981902,203.38830385752783,0.36635081379823936,0.9846136711536962,False
null,oracle,naive_max,0.8,65,True,x2>1,"[0.86, 1.00]",0.40098214587313535,2.978549922234028,0.9653390148755479,0.0,242.40078810824767,0.0,1.0,False
null,oracle,label_ci,0.8,65,False,x2>1,"[0.86, 1.00]",0.40098214587313535,2.978549922234028,0.9653390148755479,0.0,242.40078810824767,0.0,1.0,False
null,oracle,nuisance_ci,0.8,65,False,x2>1,"[0.86, 1.00]",0.40098214587313535,2.978549922234028,0.9653390148755479,0.0,242.40078810824767,0.0,1.0,False
planted,oracle,naive_max,0.8,65,True,x0>1,"[0.00, 0.14]",0.89705441116638,3.0605833813844026,0.952314052193477,0.0,242.40078810824767,0.0,1.0,False
planted,oracle,label_ci,0.8,65,True,x0>0.5,"[0.14, 0.29]",0.7166551328829484,11.98888357481673,0.4811637813723752,0.0,242.40078810824767,0.0,1.0,True
planted,oracle,nuisance_ci,0.8,65,True,x0>0.5,"[0.14, 0.29]",0.7166551328829484,11.98888357481673,0.4811637813723752,0.0,242.40078810824767,0.0,1.0,True
null,logistic_plugin,naive_max,0.8,65,True,x1>1 & x2>1,"[0.14, 0.29]",0.3622570668144482,4.357989036655543,0.7986387447822626,0.1468076155047293,270.8319788298496,0.19502057644764323,0.9973119960530649,False
null,logistic_plugin,label_ci,0.8,65,False,x1>1 & x2>1,"[0.14, 0.29]",0.3622570668144482,4.357989036655543,0.7986387447822626,0.1468076155047293,270.8319788298496,0.19502057644764323,0.9973119960530649,False
null,logistic_plugin,nuisance_ci,0.8,65,False,x1>1 & x2>1,"[0.14, 0.29]",0.3622570668144482,4.357989036655543,0.7986387447822626,0.1468076155047293,270.8319788298496,0.19502057644764323,0.9973119960530649,False
planted,logistic_plugin,naive_max,0.8,65,True,x0>1,"[0.00, 0.14]",0.8972617790090279,3.5146187434171083,0.8893123670969509,0.24330601292356122,270.8319788298496,0.19502057644764323,0.9973119960530649,False
planted,logistic_plugin,label_ci,0.8,65,True,x0>0.5,"[0.00, 0.14]",0.7407349864662863,10.76271151734922,0.508197579700645,0.17437536551760952,270.8319788298496,0.19502057644764323,0.9973119960530649,True
planted,logistic_plugin,nuisance_ci,0.8,65,False,x0>1,"[0.00, 0.14]",0.8972617790090279,3.5146187434171083,0.8893123670969509,0.24330601292356122,270.8319788298496,0.19502057644764323,0.9973119960530649,False
null,logistic_crossfit,naive_max,0.8,65,True,x2>1,"[0.86, 1.00]",0.4251589361436735,2.8748569396821333,0.9825941669263589,0.23314995436264532,282.9972901011214,0.31440956664997494,0.9897769520497538,False
