scenario,method,shift_strength,seed,alarm,abstained,selected_group,selected_bin,selected_abs_gap,selected_local_ess,selected_ci_half_width,global_ess,n_cells,n_eligible_cells,selected_is_planted_group
null,simultaneous_ci,0.4,4,False,False,x0>1.5 & x1>1.5,"[0.43, 0.57]",0.4838583992615138,2.9649499617611963,0.9639842628514336,634.0019844091598,111,111,False
planted,naive_max,0.4,4,True,False,x0>1 & x1>1,"[0.29, 0.43]",0.6371116787884434,5.073773257863436,0.7369077104487798,634.0019844091598,111,111,False
planted,global_ess_gate,0.4,4,True,False,x0>1 & x1>1,"[0.29, 0.43]",0.6371116787884434,5.073773257863436,0.7369077104487798,634.0019844091598,111,111,False
planted,local_ess_gate,0.4,4,True,False,x0>0.5,"[0.00, 0.14]",0.6122886770531231,30.53144766717445,0.3004034594283241,634.0019844091598,111,67,True
planted,simultaneous_ci,0.4,4,True,False,x0>0.5,"[0.00, 0.14]",0.6122886770531231,30.53144766717445,0.3004034594283241,634.0019844091598,111,111,True
null,naive_max,0.4,5,True,False,x2>1.5,"[0.57, 0.71]",0.5830826392537176,3.9882248973507224,0.8272757368167367,618.7069502264278,105,105,False
null,global_ess_gate,0.4,5,True,False,x2>1.5,"[0.57, 0.71]",0.5830826392537176,3.9882248973507224,0.8272757368167367,618.7069502264278,105,105,False
null,local_ess_gate,0.4,5,False,False,x2<-0.5,"[0.71, 0.86]",0.18103602114358824,22.22847563474509,0.35041708030250684,618.7069502264278,105,60,False
null,simultaneous_ci,0.4,5,False,False,x2>1.5,"[0.57, 0.71]",0.5830826392537176,3.9882248973507224,0.8272757368167367,618.7069502264278,105,105,False
planted,naive_max,0.4,5,True,False,x0>1.5 & x1>1,"[0.14, 0.29]",0.8036397495135298,3.246846012319885,0.9168731635282384,618.7069502264278,105,105,False
planted,global_ess_gate,0.4,5,True,False,x0>1.5 & x1>1,"[0.14, 0.29]",0.8036397495135298,3.246846012319885,0.9168731635282384,618.7069502264278,105,105,False
planted,local_ess_gate,0.4,5,True,False,x0>0.5,"[0.14, 0.29]",0.6940123495560427,43.34029628746546,0.250954027103543,618.7069502264278,105,60,True
planted,simultaneous_ci,0.4,5,True,False,x0>1.5,"[0.14, 0.29]",0.7118629247059931,10.748093526096975,0.503934844740535,618.7069502264278,105,105,False
null,naive_max,0.4,6,True,False,x0>1.5 & x2>1,"[0.71, 0.86]",0.22539188411997715,2.912205830031712,0.9607349848429283,652.9286050656943,96,96,False
null,global_ess_gate,0.4,6,True,False,x0>1.5 & x2>1,"[0.71, 0.86]",0.22539188411997715,2.912205830031712,0.9607349848429283,652.9286050656943,96,96,False
null,local_ess_gate,0.4,6,False,False,x0>0.5,"[0.43, 0.57]",0.160468920480472,37.1090204657281,0.26913792127697667,652.9286050656943,96,62,True
null,simultaneous_ci,0.4,6,False,False,x0>1.5 & x2>1,"[0.71, 0.86]",0.22539188411997715,2.912205830031712,0.9607349848429283,652.9286050656943,96,96,False
planted,naive_max,0.4,6,True,False,x0>0.5,"[0.00, 0.14]",0.7668601946906571,29.13836645582248,0.3037260476282469,652.9286050656943,96,96,True
planted,global_ess_gate,0.4,6,True,False,x0>0.5,"[0.00, 0.14]",0.7668601946906571,29.13836645582248,0.3037260476282469,652.9286050656943,96,96,True
planted,local_ess_gate,0.4,6,True,False,x0>0.5,"[0.00, 0.14]",0.7668601946906571,29.13836645582248,0.3037260476282469,652.9286050656943,96,62,True
planted,simultaneous_ci,0.4,6,True,False,x0>0.5,"[0.00, 0.14]",0.7668601946906571,29.13836645582248,0.3037260476282469,652.9286050656943,96,96,True
null,naive_max,0.4,7,True,False,x1>1.5,"[0.57, 0.71]",0.4613558117248973,3.1574664191143307,0.9319795679190404,634.7047482122897,108,108,False
null,global_ess_gate,0.4,7,True,False,x1>1.5,"[0.57, 0.71]",0.4613558117248973,3.1574664191143307,0.9319795679190404,634.7047482122897,108,108,False
null,local_ess_gate,0.4,7,True,False,x1>1,"[0.29, 0.43]",0.23882288759678724,23.7666714824749,0.33969689709565654,634.7047482122897,108,63,False
null,simultaneous_ci,0.4,7,False,False,x1>1.5,"[0.57, 0.71]",0.4613558117248973,3.1574664191143307,0.9319795679190404,634.7047482122897,108,108,False
planted,naive_max,0.4,7,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7666903640641735,3.7918839846074386,0.8504489333936027,634.7047482122897,108,108,False
planted,global_ess_gate,0.4,7,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7666903640641735,3.7918839846074386,0.8504489333936027,634.7047482122897,108,108,False
planted,local_ess_gate,0.4,7,True,False,x0>0.5,"[0.29, 0.43]",0.547452634688676,30.818513780672593,0.2983114450841661,634.7047482122897,108,63,True
planted,simultaneous_ci,0.4,7,True,False,x0>0.5,"[0.14, 0.29]",0.640953467338053,14.721223819452078,0.4316222293992,634.7047482122897,108,108,True
null,naive_max,0.4,8,True,False,x0>1,"[0.43, 0.57]",0.2746960289527294,12.288864059838525,0.4693313421631252,591.6250020634299,100,100,False
null,global_ess_gate,0.4,8,True,False,x0>1,"[0.43, 0.57]",0.2746960289527294,12.288864059838525,0.4693313421631252,591.6250020634299,100,100,False
null,local_ess_gate,0.4,8,True,False,x0>0.5,"[0.43, 0.57]",0.21604893188898922,25.008666373986557,0.3289956541026801,591.6250020634299,100,58,True
null,simultaneous_ci,0.4,8,False,False,x0>1,"[0.43, 0.57]",0.2746960289527294,12.288864059838525,0.4693313421631252,591.6250020634299,100,100,False
planted,naive_max,0.4,8,True,False,x0>1,"[0.00, 0.14]",0.7186378520947602,7.660557512487075,0.5944361858148826,591.6250020634299,100,100,False
planted,global_ess_gate,0.4,8,True,False,x0>1,"[0.00, 0.14]",0.7186378520947602,7.660557512487075,0.5944361858148826,591.6250020634299,100,100,False
planted,local_ess_gate,0.4,8,True,False,x0>0.5,"[0.43, 0.57]",0.4883652553503837,25.008666373986557,0.3289956541026801,591.6250020634299,100,58,True
planted,simultaneous_ci,0.4,8,True,False,x0>0.5,"[0.00, 0.14]",0.7157824704760967,13.99254528552384,0.4398322468455167,591.6250020634299,100,100,True
null,naive_max,0.4,9,True,False,x0>1 & x2>1,"[0.43, 0.57]",0.471922440552183,2.9530910387225444,0.9590277446496356,621.8081164731574,102,102,False
null,global_ess_gate,0.4,9,True,False,x0>1 & x2>1,"[0.43, 0.57]",0.471922440552183,2.9530910387225444,0.9590277446496356,621.8081164731574,102,102,False
null,local_ess_gate,0.4,9,True,False,x2<-0.5,"[0.57, 0.71]",0.2717294992885437,26.876283114086988,0.31789594316934494,621.8081164731574,102,58,False
null,simultaneous_ci,0.4,9,False,False,x0>1 & x2>1,"[0.43, 0.57]",0.471922440552183,2.9530910387225444,0.9590277446496356,621.8081164731574,102,102,False
planted,naive_max,0.4,9,True,False,x0>1.5,"[0.14, 0.29]",0.7989035318464428,5.56903828667453,0.6983602110072407,621.8081164731574,102,102,False
planted,global_ess_gate,0.4,9,True,False,x0>1.5,"[0.14, 0.29]",0.7989035318464428,5.56903828667453,0.6983602110072407,621.8081164731574,102,102,False
planted,local_ess_gate,0.4,9,True,False,x0>0.5,"[0.14, 0.29]",0.5187080961493479,30.66315658005917,0.29761934666331247,621.8081164731574,102,58,True
planted,simultaneous_ci,0.4,9,True,False,x0>0.5,"[0.14, 0.29]",0.5187080961493479,30.66315658005917,0.29761934666331247,621.8081164731574,102,102,True
null,naive_max,0.4,10,True,False,x1>1 & x2>1,"[0.43, 0.57]",0.48164582081545043,3.2948827548592834,0.9086789255299526,629.3767544082793,103,103,False
null,global_ess_gate,0.4,10,True,False,x1>1 & x2>1,"[0.43, 0.57]",0.48164582081545043,3.2948827548592834,0.9086789255299526,629.3767544082793,103,103,False
null,local_ess_gate,0.4,10,False,False,x1<-0.5,"[0.57, 0.71]",0.19993039469884752,31.878379674163494,0.2921341438153802,629.3767544082793,103,58,False
null,simultaneous_ci,0.4,10,False,False,x1>1 & x2>1,"[0.43, 0.57]",0.48164582081545043,3.2948827548592834,0.9086789255299526,629.3767544082793,103,103,False
planted,naive_max,0.4,10,True,False,x0>1 & x1>1,"[0.14, 0.29]",0.813559425170529,5.441249234394742,0.7071004749105816,629.3767544082793,103,103,False
planted,global_ess_gate,0.4,10,True,False,x0>1 & x1>1,"[0.14, 0.29]",0.813559425170529,5.441249234394742,0.7071004749105816,629.3767544082793,103,103,False
planted,local_ess_gate,0.4,10,True,False,x0>0.5,"[0.14, 0.29]",0.7331687571971086,24.850352627209325,0.3308751571486195,629.3767544082793,103,58,True
planted,simultaneous_ci,0.4,10,True,False,x0>0.5,"[0.14, 0.29]",0.7331687571971086,24.850352627209325,0.3308751571486195,629.3767544082793,103,103,True
null,naive_max,0.4,11,True,False,x1>1,"[0.71, 0.86]",0.3739647259791935,7.833538029215636,0.5878363656025353,643.8842021329538,100,100,False
null,global_ess_gate,0.4,11,True,False,x1>1,"[0.71, 0.86]",0.3739647259791935,7.833538029215636,0.5878363656025353,643.8842021329538,100,100,False
null,local_ess_gate,0.4,11,False,False,x0>1,"[0.71, 0.86]",0.1845754192882964,21.670465655752185,0.35342828703790063,643.8842021329538,100,57,False
null,simultaneous_ci,0.4,11,False,False,x1>1,"[0.71, 0.86]",0.3739647259791935,7.833538029215636,0.5878363656025353,643.8842021329538,100,100,False
planted,naive_max,0.4,11,True,False,x0>1,"[0.00, 0.14]",0.9127562803928191,6.079256263127676,0.6672832173200604,643.8842021329538,100,100,False
planted,global_ess_gate,0.4,11,True,False,x0>1,"[0.00, 0.14]",0.9127562803928191,6.079256263127676,0.6672832173200604,643.8842021329538,100,100,False
planted,local_ess_gate,0.4,11,True,False,x0>0.5,"[0.14, 0.29]",0.6474130741322873,25.965721365725784,0.32287560382639763,643.8842021329538,100,57,True
planted,simultaneous_ci,0.4,11,True,False,x0>1,"[0.00, 0.14]",0.9127562803928191,6.079256263127676,0.6672832173200604,643.8842021329538,100,100,False
null,naive_max,0.4,12,True,False,x0>1.5,"[0.14, 0.29]",0.24207214254380807,10.442803651041318,0.5054868940302372,643.9721817646713,92,92,False
null,global_ess_gate,0.4,12,True,False,x0>1.5,"[0.14, 0.29]",0.24207214254380807,10.442803651041318,0.5054868940302372,643.9721817646713,92,92,False
null,local_ess_gate,0.4,12,True,False,x0<-0.5,"[0.43, 0.57]",0.20228524715956508,31.089444934205957,0.2929624588033703,643.9721817646713,92,66,False
null,simultaneous_ci,0.4,12,False,False,x0>1.5,"[0.14, 0.29]",0.24207214254380807,10.442803651041318,0.5054868940302372,643.9721817646713,92,92,False
planted,naive_max,0.4,12,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8683908171228253,7.477050965558193,0.5973835861349329,643.9721817646713,92,92,False
planted,global_ess_gate,0.4,12,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8683908171228253,7.477050965558193,0.5973835861349329,643.9721817646713,92,92,False
planted,local_ess_gate,0.4,12,True,False,x0>0.5,"[0.14, 0.29]",0.6645709456406187,51.581678089327866,0.22744202988600953,643.9721817646713,92,66,True
planted,simultaneous_ci,0.4,12,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8683908171228253,7.477050965558193,0.5973835861349329,643.9721817646713,92,92,False
null,naive_max,0.4,13,True,False,x2>1.5,"[0.43, 0.57]",0.48461300725319656,5.27192129200235,0.7171667673861561,624.7973186679158,101,101,False
null,global_ess_gate,0.4,13,True,False,x2>1.5,"[0.43, 0.57]",0.48461300725319656,5.27192129200235,0.7171667673861561,624.7973186679158,101,101,False
null,local_ess_gate,0.4,13,True,False,x0<-0.5,"[0.43, 0.57]",0.21892347190107614,36.00302976484207,0.27443221494177483,624.7973186679158,101,61,False
null,simultaneous_ci,0.4,13,False,False,x2>1.5,"[0.43, 0.57]",0.48461300725319656,5.27192129200235,0.7171667673861561,624.7973186679158,101,101,False
planted,naive_max,0.4,13,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.6577914884235301,6.770956541795572,0.6328191344679532,624.7973186679158,101,101,False
planted,global_ess_gate,0.4,13,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.6577914884235301,6.770956541795572,0.6328191344679532,624.7973186679158,101,101,False
planted,local_ess_gate,0.4,13,True,False,x0>0.5,"[0.00, 0.14]",0.632623877136174,37.57588629548856,0.26862720852235467,624.7973186679158,101,61,True
planted,simultaneous_ci,0.4,13,True,False,x0>0.5,"[0.00, 0.14]",0.632623877136174,37.57588629548856,0.26862720852235467,624.7973186679158,101,101,True
null,naive_max,0.4,14,True,False,x1>1.5 & x2>1,"[0.43, 0.57]",0.4847760408314952,1.9941769625620323,1.168975481739874,618.0220563368769,104,104,False
null,global_ess_gate,0.4,14,True,False,x1>1.5 & x2>1,"[0.43, 0.57]",0.4847760408314952,1.9941769625620323,1.168975481739874,618.0220563368769,104,104,False
null,local_ess_gate,0.4,14,False,False,x1<-0.5,"[0.43, 0.57]",0.1945149621330785,23.16817483766477,0.3429583165767203,618.0220563368769,104,59,False
null,simultaneous_ci,0.4,14,False,False,x1>1.5 & x2>1,"[0.43, 0.57]",0.4847760408314952,1.9941769625620323,1.168975481739874,618.0220563368769,104,104,False
planted,naive_max,0.4,14,True,False,x0>0.5,"[0.29, 0.43]",0.6312344876249549,21.658257634402524,0.3547116822280059,618.0220563368769,104,104,True
planted,global_ess_gate,0.4,14,True,False,x0>0.5,"[0.29, 0.43]",0.6312344876249549,21.658257634402524,0.3547116822280059,618.0220563368769,104,104,True
planted,local_ess_gate,0.4,14,True,False,x0>0.5,"[0.29, 0.43]",0.6312344876249549,21.658257634402524,0.3547116822280059,618.0220563368769,104,59,True
planted,simultaneous_ci,0.4,14,True,False,x0>0.5,"[0.29, 0.43]",0.6312344876249549,21.658257634402524,0.3547116822280059,618.0220563368769,104,104,True
null,naive_max,0.4,15,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.46849307887905267,2.566305255038302,1.036935653986114,608.5330637830243,112,112,False
null,global_ess_gate,0.4,15,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.46849307887905267,2.566305255038302,1.036935653986114,608.5330637830243,112,112,False
null,local_ess_gate,0.4,15,False,False,x1<-0.5,"[0.57, 0.71]",0.15562007992464882,27.132246751093824,0.31890628993435083,608.5330637830243,112,58,False
null,simultaneous_ci,0.4,15,False,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.46849307887905267,2.566305255038302,1.036935653986114,608.5330637830243,112,112,False
planted,naive_max,0.4,15,True,False,x1>1.5 & x2>1.5,"[0.14, 0.29]",0.8420124750605482,1.9706329466833175,1.1833224238563615,608.5330637830243,112,112,False
planted,global_ess_gate,0.4,15,True,False,x1>1.5 & x2>1.5,"[0.14, 0.29]",0.8420124750605482,1.9706329466833175,1.1833224238563615,608.5330637830243,112,112,False
planted,local_ess_gate,0.4,15,True,False,x0>0.5,"[0.29, 0.43]",0.6021388204757059,31.9384708735054,0.2939333770794951,608.5330637830243,112,58,True
planted,simultaneous_ci,0.4,15,True,False,x0>0.5,"[0.14, 0.29]",0.6287099529914877,16.936462708199546,0.4036403824909188,608.5330637830243,112,112,True
null,naive_max,0.4,16,True,False,x0>1 & x2>1,"[0.43, 0.57]",0.5064603582801834,4.9171023666738085,0.7462419517477185,620.5501978464606,107,107,False
null,global_ess_gate,0.4,16,True,False,x0>1 & x2>1,"[0.43, 0.57]",0.5064603582801834,4.9171023666738085,0.7462419517477185,620.5501978464606,107,107,False
null,local_ess_gate,0.4,16,True,False,x2<-0.5,"[0.71, 0.86]",0.2082645346617109,34.88244162117222,0.2801759460839275,620.5501978464606,107,65,False
null,simultaneous_ci,0.4,16,False,False,x0>1 & x2>1,"[0.43, 0.57]",0.5064603582801834,4.9171023666738085,0.7462419517477185,620.5501978464606,107,107,False
planted,naive_max,0.4,16,True,False,x0>1,"[0.00, 0.14]",0.6479148886365373,50.91830732938805,0.23189816181577616,620.5501978464606,107,107,False
planted,global_ess_gate,0.4,16,True,False,x0>1,"[0.00, 0.14]",0.6479148886365373,50.91830732938805,0.23189816181577616,620.5501978464606,107,107,False
planted,local_ess_gate,0.4,16,True,False,x0>1,"[0.00, 0.14]",0.6479148886365373,50.91830732938805,0.23189816181577616,620.5501978464606,107,65,False
planted,simultaneous_ci,0.4,16,True,False,x0>1,"[0.00, 0.14]",0.6479148886365373,50.91830732938805,0.23189816181577616,620.5501978464606,107,107,False
null,naive_max,0.4,17,True,False,x0>1 & x1>1,"[0.29, 0.43]",0.3381898245171493,5.2136792907445475,0.7291147527233397,621.3571269590232,115,115,False
null,global_ess_gate,0.4,17,True,False,x0>1 & x1>1,"[0.29, 0.43]",0.3381898245171493,5.2136792907445475,0.7291147527233397,621.3571269590232,115,115,False
null,local_ess_gate,0.4,17,True,False,x0<-0.5,"[0.57, 0.71]",0.21514821214568255,20.779389693859127,0.3652175579767903,621.3571269590232,115,65,False
null,simultaneous_ci,0.4,17,False,False,x0>1 & x1>1,"[0.29, 0.43]",0.3381898245171493,5.2136792907445475,0.7291147527233397,621.3571269590232,115,115,False
planted,naive_max,0.4,17,True,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.7051419644732014,1.9996776269360759,1.177302451546216,621.3571269590232,115,115,False
planted,global_ess_gate,0.4,17,True,False,x0>1.5 & x2>1.5,"[0.29, 0.43]",0.7051419644732014,1.9996776269360759,1.177302451546216,621.3571269590232,115,115,False
planted,local_ess_gate,0.4,17,True,False,x0>0.5,"[0.29, 0.43]",0.578719930897042,23.132388532339316,0.34614479310812934,621.3571269590232,115,65,True
planted,simultaneous_ci,0.4,17,True,False,x0>0.5,"[0.29, 0.43]",0.578719930897042,23.132388532339316,0.34614479310812934,621.3571269590232,115,115,True
null,naive_max,0.4,18,True,False,x1>1,"[0.43, 0.57]",0.34711396196617694,9.209314579173045,0.541686832664246,572.403309477803,99,99,False
null,global_ess_gate,0.4,18,True,False,x1>1,"[0.43, 0.57]",0.34711396196617694,9.209314579173045,0.541686832664246,572.403309477803,99,99,False
null,local_ess_gate,0.4,18,True,False,x0<0,"[0.43, 0.57]",0.2063472099551607,43.564424290661485,0.24905538904163918,572.403309477803,99,65,False
null,simultaneous_ci,0.4,18,False,False,x1>1,"[0.43, 0.57]",0.34711396196617694,9.209314579173045,0.541686832664246,572.403309477803,99,99,False
planted,naive_max,0.4,18,True,False,x0>1,"[0.00, 0.14]",0.7271964309871454,6.808813289427345,0.6299792142012396,572.403309477803,99,99,False
planted,global_ess_gate,0.4,18,True,False,x0>1,"[0.00, 0.14]",0.7271964309871454,6.808813289427345,0.6299792142012396,572.403309477803,99,99,False
planted,local_ess_gate,0.4,18,True,False,x0>0.5,"[0.14, 0.29]",0.6657266941542394,21.662464177429854,0.3531896791466076,572.403309477803,99,65,True
planted,simultaneous_ci,0.4,18,True,False,x0>1,"[0.14, 0.29]",0.6942052578904643,13.341883345694631,0.4500423289034176,572.403309477803,99,99,False
null,naive_max,0.4,19,True,False,x0>1,"[0.57, 0.71]",0.2659487498141847,13.197149903517534,0.4492278956709513,600.9508093011581,91,91,False
null,global_ess_gate,0.4,19,True,False,x0>1,"[0.57, 0.71]",0.2659487498141847,13.197149903517534,0.4492278956709513,600.9508093011581,91,91,False
null,local_ess_gate,0.4,19,False,False,x1<-0.5,"[0.29, 0.43]",0.18078262842384593,22.145647754600674,0.34678683155185325,600.9508093011581,91,64,False
null,simultaneous_ci,0.4,19,False,False,x0>1,"[0.57, 0.71]",0.2659487498141847,13.197149903517534,0.4492278956709513,600.9508093011581,91,91,False
planted,naive_max,0.4,19,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9866716271208577,1.8878272619782248,1.1877517116904674,600.9508093011581,91,91,False
planted,global_ess_gate,0.4,19,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9866716271208577,1.8878272619782248,1.1877517116904674,600.9508093011581,91,91,False
planted,local_ess_gate,0.4,19,True,False,x0>1,"[0.29, 0.43]",0.6581859953711986,21.8147356328776,0.34940717150952516,600.9508093011581,91,64,False
planted,simultaneous_ci,0.4,19,True,False,x0>1,"[0.29, 0.43]",0.6581859953711986,21.8147356328776,0.34940717150952516,600.9508093011581,91,91,False
null,naive_max,0.4,20,True,False,x1>1 & x2>1,"[0.57, 0.71]",0.35141331657139296,5.624600222888082,0.6943185776880522,633.0896356800196,101,101,False
null,global_ess_gate,0.4,20,True,False,x1>1 & x2>1,"[0.57, 0.71]",0.35141331657139296,5.624600222888082,0.6943185776880522,633.0896356800196,101,101,False
null,local_ess_gate,0.4,20,True,False,x2>1,"[0.14, 0.29]",0.24786642613150203,25.711953247943253,0.3247409678466565,633.0896356800196,101,61,False
null,simultaneous_ci,0.4,20,False,False,x1>1 & x2>1,"[0.57, 0.71]",0.35141331657139296,5.624600222888082,0.6943185776880522,633.0896356800196,101,101,False
planted,naive_max,0.4,20,True,False,x0>0.5,"[0.00, 0.14]",0.7213555973758159,24.67275730907789,0.3315093425490373,633.0896356800196,101,101,True
planted,global_ess_gate,0.4,20,True,False,x0>0.5,"[0.00, 0.14]",0.7213555973758159,24.67275730907789,0.3315093425490373,633.0896356800196,101,101,True
planted,local_ess_gate,0.4,20,True,False,x0>0.5,"[0.00, 0.14]",0.7213555973758159,24.67275730907789,0.3315093425490373,633.0896356800196,101,61,True
planted,simultaneous_ci,0.4,20,True,False,x0>0.5,"[0.00, 0.14]",0.7213555973758159,24.67275730907789,0.3315093425490373,633.0896356800196,101,101,True
null,naive_max,0.4,21,True,False,x0>1 & x2>1,"[0.29, 0.43]",0.3219900159813748,4.648328361943229,0.7631097947496611,583.4850973552027,100,100,False
null,global_ess_gate,0.4,21,True,False,x0>1 & x2>1,"[0.29, 0.43]",0.3219900159813748,4.648328361943229,0.7631097947496611,583.4850973552027,100,100,False
null,local_ess_gate,0.4,21,True,False,x1<-0.5,"[0.71, 0.86]",0.2071396630121232,38.64357594960346,0.2646651589687586,583.4850973552027,100,65,False
null,simultaneous_ci,0.4,21,False,False,x0>1 & x2>1,"[0.29, 0.43]",0.3219900159813748,4.648328361943229,0.7631097947496611,583.4850973552027,100,100,False
planted,naive_max,0.4,21,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.8014481055233945,2.780770574047782,0.9866266634629732,583.4850973552027,100,100,False
planted,global_ess_gate,0.4,21,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.8014481055233945,2.780770574047782,0.9866266634629732,583.4850973552027,100,100,False
planted,local_ess_gate,0.4,21,True,False,x0>1,"[0.14, 0.29]",0.6924168299725678,34.730021100240045,0.2791791007359273,583.4850973552027,100,65,False
planted,simultaneous_ci,0.4,21,True,False,x0>1.5,"[0.14, 0.29]",0.7679334618838968,15.993333650493069,0.4114015549452666,583.4850973552027,100,100,False
null,naive_max,0.4,22,True,False,x2>1.5,"[0.71, 0.86]",0.44118461173825024,4.4542648981550155,0.7802191308658469,620.1522602467693,101,101,False
null,global_ess_gate,0.4,22,True,False,x2>1.5,"[0.71, 0.86]",0.44118461173825024,4.4542648981550155,0.7802191308658469,620.1522602467693,101,101,False
null,local_ess_gate,0.4,22,False,False,x1<-0.5,"[0.29, 0.43]",0.1649949152540814,39.23496547526231,0.2628863146563695,620.1522602467693,101,60,False
null,simultaneous_ci,0.4,22,False,False,x2>1.5,"[0.71, 0.86]",0.44118461173825024,4.4542648981550155,0.7802191308658469,620.1522602467693,101,101,False
planted,naive_max,0.4,22,True,False,x0>0.5,"[0.29, 0.43]",0.6348135659647135,19.82178888459512,0.36985644623064917,620.1522602467693,101,101,True
planted,global_ess_gate,0.4,22,True,False,x0>0.5,"[0.29, 0.43]",0.6348135659647135,19.82178888459512,0.36985644623064917,620.1522602467693,101,101,True
planted,local_ess_gate,0.4,22,True,False,x0>0.5,"[0.43, 0.57]",0.48848878640644555,27.122634450452203,0.31618311969382296,620.1522602467693,101,60,True
planted,simultaneous_ci,0.4,22,True,False,x0>0.5,"[0.29, 0.43]",0.6348135659647135,19.82178888459512,0.36985644623064917,620.1522602467693,101,101,True
null,naive_max,0.4,23,True,False,x0>1 & x2>1,"[0.71, 0.86]",0.4057698790680564,4.710594526873947,0.7586941824967407,610.6253284886947,101,101,False
null,global_ess_gate,0.4,23,True,False,x0>1 & x2>1,"[0.71, 0.86]",0.4057698790680564,4.710594526873947,0.7586941824967407,610.6253284886947,101,101,False
null,local_ess_gate,0.4,23,False,False,x2<-0.5,"[0.14, 0.29]",0.14349237138274507,42.262495624896,0.2532952503182408,610.6253284886947,101,64,False
null,simultaneous_ci,0.4,23,False,False,x0>1 & x2>1,"[0.71, 0.86]",0.4057698790680564,4.710594526873947,0.7586941824967407,610.6253284886947,101,101,False
planted,naive_max,0.4,23,True,False,x0>0.5,"[0.29, 0.43]",0.559229541256944,20.372529011132112,0.36482294356034506,610.6253284886947,101,101,True
planted,global_ess_gate,0.4,23,True,False,x0>0.5,"[0.29, 0.43]",0.559229541256944,20.372529011132112,0.36482294356034506,610.6253284886947,101,101,True
planted,local_ess_gate,0.4,23,True,False,x0>0.5,"[0.29, 0.43]",0.559229541256944,20.372529011132112,0.36482294356034506,610.6253284886947,101,64,True
planted,simultaneous_ci,0.4,23,True,False,x0>0.5,"[0.43, 0.57]",0.49238304362261404,33.65047088308063,0.28386316625805397,610.6253284886947,101,101,True
null,naive_max,0.4,24,True,False,x0>1.5 & x1>1,"[0.29, 0.43]",0.3703905906379534,2.5779270222143467,1.0361325043200251,623.470433957238,114,114,False
null,global_ess_gate,0.4,24,True,False,x0>1.5 & x1>1,"[0.29, 0.43]",0.3703905906379534,2.5779270222143467,1.0361325043200251,623.470433957238,114,114,False
null,local_ess_gate,0.4,24,False,False,x2<-0.5,"[0.57, 0.71]",0.18763001148219863,22.092607306973157,0.3539379417182506,623.470433957238,114,56,False
null,simultaneous_ci,0.4,24,False,False,x0>1.5 & x1>1,"[0.29, 0.43]",0.3703905906379534,2.5779270222143467,1.0361325043200251,623.470433957238,114,114,False
planted,naive_max,0.4,24,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.9390868526380842,2.840315175411634,0.9871140658879506,623.470433957238,114,114,False
planted,global_ess_gate,0.4,24,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.9390868526380842,2.840315175411634,0.9871140658879506,623.470433957238,114,114,False
planted,local_ess_gate,0.4,24,True,False,x0>1,"[0.00, 0.14]",0.7486363763563956,34.20156758740742,0.28446418929386935,623.470433957238,114,56,False
planted,simultaneous_ci,0.4,24,True,False,x0>1.5,"[0.00, 0.14]",0.7663351734624156,13.875830855372254,0.44660245791813724,623.470433957238,114,114,False
null,naive_max,0.4,25,True,False,x1>1 & x2>1,"[0.43, 0.57]",0.5085563413884914,2.933882339075633,0.9660796605171107,608.1762427790766,107,107,False
null,global_ess_gate,0.4,25,True,False,x1>1 & x2>1,"[0.43, 0.57]",0.5085563413884914,2.933882339075633,0.9660796605171107,608.1762427790766,107,107,False
null,local_ess_gate,0.4,25,False,False,x1>0.5,"[0.43, 0.57]",0.18748537344172417,26.175588058230517,0.3234342902034448,608.1762427790766,107,61,False
null,simultaneous_ci,0.4,25,False,False,x1>1 & x2>1,"[0.43, 0.57]",0.5085563413884914,2.933882339075633,0.9660796605171107,608.1762427790766,107,107,False
planted,naive_max,0.4,25,True,False,x0>1.5,"[0.00, 0.14]",0.857354754887896,1.0,1.6547572218295652,608.1762427790766,107,107,False
planted,global_ess_gate,0.4,25,True,False,x0>1.5,"[0.00, 0.14]",0.857354754887896,1.0,1.6547572218295652,608.1762427790766,107,107,False
planted,local_ess_gate,0.4,25,True,False,x0>0.5,"[0.29, 0.43]",0.5766994716959385,28.178681213401276,0.3117266649457594,608.1762427790766,107,61,True
