weight_mode,shift_strength,median_global_ess,median_q10_local_ess,median_local_ess,median_worst_group_noise,p90_worst_group_noise,false_alarm_rate_005,false_alarm_rate_010
oracle,0.4,312.0117629183479,2.7608620010843223,12.455282110978008,0.03985865194699556,0.05436451542516439,0.19,0.0
oracle,0.8,94.71818770495736,1.440659087467138,6.103695777535906,0.0695590062652554,0.10746731674191366,0.795,0.135
oracle,1.2,27.17163850958066,1.0548504851266696,3.2136976462328266,0.11006285057192414,0.19710098306788104,0.89,0.545
oracle,1.6,10.86648664361276,1.0023661941602473,2.114605920359865,0.13780908907276987,0.2997470040264285,0.89,0.69
