scenario_name,scenario_family,case_id,case_label,case_value,baseline,baseline_category,subgroup_abstention_gap,subgroup_abstention_gap_std,target_coverage,target_coverage_std,target_risk_reduction,target_risk_reduction_std,target_selective_ece,target_selective_ece_std,target_selective_risk,target_selective_risk_std,n_runs
paper_selective_shift,selective_shift,severity_0_40,severity=0.40,0.4,confidence_abstention,selective,,,0.7204545454545455,0.01607060866333061,0.07348195282977887,0.009473443367805687,0.07100460693477356,0.03271605517621614,0.192427138079312,0.0001689218301927109,2
paper_selective_shift,selective_shift,severity_0_40,severity=0.40,0.4,recalibrated_confidence_abstention,selective,,,0.7068181818181818,0.003214121732666067,0.07943266411008343,0.017889019966178952,0.0918072564196481,0.004126535439788881,0.18647642679900744,0.008246654768180555,2
paper_selective_shift,selective_shift,severity_0_40,severity=0.40,0.4,weighted_confidence_abstention,selective,,,0.7068181818181818,0.003214121732666067,0.07943266411008343,0.017889019966178952,0.06959657076382894,0.030724791326954392,0.18647642679900744,0.008246654768180555,2
paper_selective_shift,selective_shift,severity_1_00,severity=1.00,1.0,confidence_abstention,selective,,,0.7318181818181818,0.07071067811865482,0.05485200845665961,0.03514604741161883,0.09545639130114375,0.0013479527782502424,0.15651162790697676,0.08978611686694296,2
paper_selective_shift,selective_shift,severity_1_00,severity=1.00,1.0,recalibrated_confidence_abstention,selective,,,0.759090909090909,0.012856486930664544,0.06085260892953204,0.04106088059660451,0.11301368747888552,0.03441173292491639,0.15051102743410433,0.09570095005192863,2
paper_selective_shift,selective_shift,severity_1_00,severity=1.00,1.0,weighted_confidence_abstention,selective,,,0.759090909090909,0.012856486930664544,0.06085260892953204,0.04106088059660451,0.08401881303936909,0.016254782960139803,0.15051102743410433,0.09570095005192863,2
